0.0016900293978546906,21673
0.004037731803218251,21696
0.005710445014138783,8247
0.007279436364747023,18525
0.01814084965121827,19828
0.02989900685153256,22302
0.043124417138982386,5756
0.06077029240792212,19562
0.07345236784206129,18919
0.07621436521395944,22026
0.07657475407727611,19575
0.1182185154744705,22410
0.15320800295845907,19102
0.5278276640474381,21801
0.6209699463540296,11241
1.1284256297395718,18637
1.16278947175814,21684
1.3251367143898864,21987
1.372566930795095,22507
1.4637254573444642,22010
1.545984862834264,22526
1.9564537757754863,22555
2.9181489542372003,16440
2.9587020833886606,23048
3.0078240657584816,22244
3.0957782351885217,17624
3.23891634407101,12386
3.297422573621739,23071
4.373783431545339,21761
4.899501283655879,22769
5.216667167197698,21909
6.004019907938132,21923
6.329381894299305,18458
6.51116341541111,10144
7.871360556253138,23177
7.999744293629052,21802
8.266994884723685,21871
9.106387541245274,21835
10.09537546035684,22771
10.555379641568607,21981
10.611896259607471,22960
10.675379401323948,22756
11.083072309996545,18287
11.779555195459146,21781
11.975875139058815,18278
14.050050636974598,22234
14.266082789841944,21845
14.7028506011078,10815
15.257397975535063,19405
15.384520691583315,22402
16.433445658746365,22156
17.498731543722684,22464
17.693375813390755,21560
17.704265205909852,22963
18.091188146163002,20158
18.388466062109686,22424
19.046991583512618,23097
20.575556473044653,22576
22.499132003770594,19751
24.400992900312648,22982
24.809505676704116,23013
24.82765449242081,22275
24.947363614106987,22573
28.066437712092544,21830
28.22646206220003,23118
29.692082810467387,18919
32.02585610825336,22365
32.20431663041779,23100
32.9781329034697,22427
33.60865930781108,16447
34.38247511604215,16339
36.11171802171723,23137
36.24305951071784,22040
37.60509531126787,22940
37.71009087506737,23168
42.21723144799901,21887
42.38678786545018,21302
43.49357582594358,22397
43.8702296521671,21816
45.58278282151891,22390
47.71517613679617,22276
48.85053203808975,22252
49.42894501077537,16440
49.53140381841007,15243
49.99005059645675,22508
50.92003744980363,21604
51.39369453947401,22603
52.60268841628007,21590
53.82274072861609,22279
54.42688751456858,23074
55.65345946676626,23041
56.136223660143514,22292
